"","pbs_code","bnf_drug_name","pbs_drug_name","atc_meaning","atc_code","match_type"
"6920",NA,NA,NA,"ESTROGENS, COMBINATIONS WITH OTHER DRUGS","G03CC","dm_I"
"6921",NA,NA,NA,"PENCICLOVIR","J05AB13","dm_I"
"6922",NA,NA,NA,"ALISKIREN","C09XA02","dm_I"
"6923",NA,NA,NA,"PSYCHOANALEPTICS","N06","dm_I"
"6924",NA,NA,NA,"OSPEMIFENE","G03XC05","dm_I"
"6925",NA,NA,NA,"MOMETASONE","R03BA07","dm_I"
"6926",NA,NA,NA,"SULCONAZOLE","D01AC09","dm_I"
"6927",NA,NA,NA,"DOPAMINE","C01CA04","dm_I"
"6928",NA,NA,NA,"BACTERIAL AND VIRAL VACCINES, COMBINED","J07C","dm_I"
"6929",NA,NA,NA,"CHLORTALIDONE AND POTASSIUM-SPARING AGENTS","C03EA06","dm_I"
"6930",NA,NA,NA,"CARDIOVASCULAR SYSTEM","C00","dm_I"
"6931",NA,NA,NA,"TOLOXATONE","N06AG03","dm_I"
"6932",NA,NA,NA,"CHLORPHENOXAMINE","R06AA06","dm_I"
"6933",NA,NA,NA,"LOPRAZOLAM","N05CD11","dm_I"
"6934",NA,NA,NA,"ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS","R03BC","dm_I"
"6935",NA,NA,NA,"PICODRALAZINE AND DIURETICS, COMBINATIONS WITH PSYCHOLEPTICS","C02LG73","dm_I"
"6936",NA,NA,NA,"PRISTINAMYCIN","J01FG01","dm_I"
"6937",NA,NA,NA,"LUNG SURFACTANTS","R07AA","dm_I"
"6938",NA,NA,NA,"TETRACAINE","C05AD02","dm_I"
"6939",NA,NA,NA,"MEVELODOPA AND DECARBOXYLASE INHIBITOR","N04BA05","dm_I"
"6940",NA,NA,NA,"SAMARIUM (<^>153<D>) LEXIDRONAM","V10BX02","dm_I"
"6941",NA,NA,NA,"CALCIUM LEVOFOLINATE","V03AF04","dm_I"
"6942",NA,NA,NA,"DIGITALIS ANTITOXIN","V03AB24","dm_I"
"6943",NA,NA,NA,"BETANIDINE","C02CC01","dm_I"
"6944",NA,NA,NA,"ECALLANTIDE","B06AC03","dm_I"
"6945",NA,NA,NA,"HYDROCORTISONE","S01CB03","dm_I"
"6946",NA,NA,NA,"ALPHA AND BETA BLOCKING AGENTS AND OTHER DIURETICS","C07CG","dm_I"
"6947",NA,NA,NA,"LIPID MODIFYING AGENTS, COMBINATIONS","C10B","dm_I"
"6948",NA,NA,NA,"CYCLOTHIAZIDE AND POTASSIUM","C03AB09","dm_I"
"6949",NA,NA,NA,"NICOTINE","V03AJ01","dm_I"
"6950",NA,NA,NA,"ANTIVIRALS","S01AD","dm_I"
"6951",NA,NA,NA,"BROXYQUINOLINE","G01AC06","dm_I"
"6952",NA,NA,NA,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS","A08A","dm_I"
"6953",NA,NA,NA,"CARINDACILLIN","J01CA05","dm_I"
"6954",NA,NA,NA,"STREPTODUOCIN","J01GA02","dm_I"
"6955",NA,NA,NA,"NAPROXCINOD","M01AE18","dm_I"
"6956",NA,NA,NA,"OTHER CHOLESTEROL AND TRIGLYCERIDE REDUCERS","B04AX","dm_I"
"6957",NA,NA,NA,"TIMOLOL AND THIAZIDES","C07BA06","dm_I"
"6958",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) EXAMETAZIME LABELLED CELLS","V09HA02","dm_I"
"6959",NA,NA,NA,"PROGUANIL","P01BB01","dm_I"
"6960",NA,NA,NA,"TOLBUTAMIDE","V04CA01","dm_I"
"6961",NA,NA,NA,"PHENYL SALICYLATE","G04BX12","dm_I"
"6962",NA,NA,NA,"STREPTOCOCCUS INFECTIONS","J07AA09","dm_I"
"6963",NA,NA,NA,"CEFBUPERAZONE","J01DC13","dm_I"
"6964",NA,NA,NA,"CHOLERA, INACTIVATED, WHOLE CELL","J07AE01","dm_I"
"6965",NA,NA,NA,"NICOTINYL ALCOHOL (PYRIDYLCARBINOL)","C10AD05","dm_I"
"6966",NA,NA,NA,"CICLOPIROX","G01AX12","dm_I"
"6967",NA,NA,NA,"DIIODOHYDROXYQUINOLINE","G01AC01","dm_I"
"6968",NA,NA,NA,"TETANUS VACCINES","J07AM","dm_I"
"6969",NA,NA,NA,"FORMOCORTAL","S01BA12","dm_I"
"6970",NA,NA,NA,"ENZYMES","M09AB","dm_I"
"6971",NA,NA,NA,"CADRALAZINE","C02DB04","dm_I"
"6972",NA,NA,NA,"PROSTAGLANDINS","C01EA","dm_I"
"6973",NA,NA,NA,"ANTIVARICOSE THERAPY","C05B","dm_I"
"6974",NA,NA,NA,"OTHER DRUGS FOR FUNCTIONAL BOWEL DISORDERS","A03AX","dm_I"
"6975",NA,NA,NA,"VIDARABINE","J05AB03","dm_I"
"6976",NA,NA,NA,"LYNESTRENOL","G03DC03","dm_I"
"6977",NA,NA,NA,"POLYNOXYLIN","A01AB05","dm_I"
"6978",NA,NA,NA,"METHYLPREDNISOLONE AND ANTIBIOTICS","D07CA02","dm_I"
"6979",NA,NA,NA,"CARBAPENEMS","J01DH","dm_I"
"6980",NA,NA,NA,"VENLAFAXINE","N06AA22","dm_I"
"6981",NA,NA,NA,"DIMETHYLCARBATE","P03BX05","dm_I"
"6982",NA,NA,NA,"SUMATRIPTAN","N02CX04","dm_I"
"6983",NA,NA,NA,"ERGOT ALKALOIDS","C04AE","dm_I"
"6984",NA,NA,NA,"TIBOLONE","G03CX01","dm_I"
"6985",NA,NA,NA,"DEXAMETHASONE AND ANTIINFECTIVES","S01CA01","dm_I"
"6986",NA,NA,NA,"OTHER LOCAL ANESTHETICS","N01BX","dm_I"
"6987",NA,NA,NA,"MOXISYLYTE","C04AX10","dm_I"
"6988",NA,NA,NA,"ALUMINIUM ACETOACETATE","A02AB05","dm_I"
"6989",NA,NA,NA,"ALITRETINOIN","D11AH04","dm_I"
"6990",NA,NA,NA,"CLONIDINE AND DIURETICS","C02LC01","dm_I"
"6991",NA,NA,NA,"RUBELLA IMMUNOGLOBULIN","J06BB06","dm_I"
"6992",NA,NA,NA,"DANTRON, INCL. COMBINATIONS","A06AG03","dm_I"
"6993",NA,NA,NA,"CICLONIUM AND ANALGESICS","A03DA04","dm_I"
"6994",NA,NA,NA,"ORNIDAZOLE","G01AF06","dm_I"
"6995",NA,NA,NA,"NITROFURAN DERIVATIVES","P01CC","dm_I"
"6996",NA,NA,NA,"ENZYMES","M05AB","dm_I"
"6997",NA,NA,NA,"PHENYLBUTAZONE","M01AA01","dm_I"
"6998",NA,NA,NA,"NATAMYCIN","A07AA03","dm_I"
"6999",NA,NA,NA,"SODIUM SALICYLATE","N02BA04","dm_I"
"7000",NA,NA,NA,"VITAMIN B<V>12<D> AND FOLIC ACID","B03B","dm_I"
"7001",NA,NA,NA,"POVIDONE-IODINE","S01AX18","dm_I"
"7002",NA,NA,NA,"LOVOSTATIN, COMBINATIONS","C10AA52","dm_I"
"7003",NA,NA,NA,"AMINOACRIDINE","D08AA02","dm_I"
"7004",NA,NA,NA,"BECLOMETASONE","D07AC15","dm_I"
"7005",NA,NA,NA,"ETOGLUCID","L01AG01","dm_I"
"7006",NA,NA,NA,"QUINOLONE VASODILATORS","C01DB","dm_I"
"7007",NA,NA,NA,"FURAZIDIN","J01XE03","dm_I"
"7008",NA,NA,NA,"CEFTAZIDIME","J01DA11","dm_I"
"7009",NA,NA,NA,"COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","M09AB02","dm_I"
"7010",NA,NA,NA,"SULFAMERAZINE","J03AC07","dm_I"
"7011",NA,NA,NA,"SERMORELIN","H01AC04","dm_I"
"7012",NA,NA,NA,"PHENPROBAMATE, COMBINATIONS WITH PSYCHOLEPTICS","M03BA71","dm_I"
"7013",NA,NA,NA,"CICLONICATE","C04AC07","dm_I"
"7014",NA,NA,NA,"BROMIDES","N05CM11","dm_I"
"7015",NA,NA,NA,"BEZAFIBRATE","B04AC02","dm_I"
"7016",NA,NA,NA,"EBASTINE","R06AX22","dm_I"
"7017",NA,NA,NA,"CARDIAC THERAPY","C01","dm_I"
"7018",NA,NA,NA,"DONEPEZIL","N07AA05","dm_I"
"7019",NA,NA,NA,"OTHER ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE","D10BX","dm_I"
"7020",NA,NA,NA,"ATALUREN","M09AX03","dm_I"
"7021",NA,NA,NA,"BENZOTHIAZEPINE DERIVATIVES","C08DB","dm_I"
"7022",NA,NA,NA,"ANTI-SMOKING AGENTS","V03AJ","dm_I"
"7023",NA,NA,NA,"DIACEREIN","M01AX21","dm_I"
"7024",NA,NA,NA,"CETRIMONIUM","R02AA17","dm_I"
"7025",NA,NA,NA,"ARTENIMOL AND PIPERAQUINE","P01BF05","dm_I"
"7026",NA,NA,NA,"RUPATIDINE","R06AX28","dm_I"
"7027",NA,NA,NA,"PYRITHYLDIONE","N05CE03","dm_I"
"7028",NA,NA,NA,"BETA BLOCKING AGENTS, NON-SELECTIVE, AND OTHER DIURETICS","C07CA","dm_I"
"7029",NA,NA,NA,"XIMELAGATRAN","B01AE05","dm_I"
"7030",NA,NA,NA,"METHICILLIN","J01HB03","dm_I"
"7031",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC) TIN COLLOID","V09DB04","dm_I"
"7032",NA,NA,NA,"ANTIMYCOTICS FOR SYSTEMIC USE","J02A","dm_I"
"7033",NA,NA,NA,"ANTIFLATULENTS","A02D","dm_I"
"7034",NA,NA,NA,"CLODANTOIN","G01AX01","dm_I"
"7035",NA,NA,NA,"BILE ACID SEQUESTRANTS","C10AC","dm_I"
"7036",NA,NA,NA,"CARBOPROST","G02AD04","dm_I"
"7037",NA,NA,NA,"PIRENZEPINE","A02BX03","dm_I"
"7038",NA,NA,NA,"HEPATIC AND RETICULO ENDOTHELIAL SYSTEM","V09D","dm_I"
"7039",NA,NA,NA,"DIFLUCORTOLONE","D07AC06","dm_I"
"7040",NA,NA,NA,"VASOPRESSIN ANTAGONISTS","C03XA","dm_I"
"7041",NA,NA,NA,"MAGNESIUM (DIFFERENT SALTS IN COMBINATION)","A12CC30","dm_I"
"7042",NA,NA,NA,"PIMECROLIMUS","D11AX15","dm_I"
"7043",NA,NA,NA,"CHLORPHENESIN","D01AE07","dm_I"
"7044",NA,NA,NA,"GUANOXAN","C02CC03","dm_I"
"7045",NA,NA,NA,"OTHER ANTIINFECTIVES, INCL. LEPROSTATICS","J08","dm_I"
"7046",NA,NA,NA,"DESIRUDIN","B01AE01","dm_I"
"7047",NA,NA,NA,"PHENPROBAMATE, COMBINATIONS EXCL. PSYCHOLEPTICS","M03BA51","dm_I"
"7048",NA,NA,NA,"SULFAMETOMIDINE","J01ED03","dm_I"
"7049",NA,NA,NA,"OXYTETRACYCLINE","G01AA07","dm_I"
"7050",NA,NA,NA,"CLOPAMIDE","C03BA03","dm_I"
"7051",NA,NA,NA,"NITROFURAL","S01AX04","dm_I"
"7052",NA,NA,NA,"DAPTOMYCIN","J01XX09","dm_I"
"7053",NA,NA,NA,"ISOTRETINOIN, COMBINATIONS","D10AD54","dm_I"
"7054",NA,NA,NA,"BRINASE","B01AD06","dm_I"
"7055",NA,NA,NA,"SULFAPERIN","J03AC06","dm_I"
"7056",NA,NA,NA,"CERULETIDE","V04CC04","dm_I"
"7057",NA,NA,NA,"INTERFERON ALFACON-1","L03AB09","dm_I"
"7058",NA,NA,NA,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS","H02B","dm_I"
"7059",NA,NA,NA,"CALCIUM CITRATE","A12AA13","dm_I"
"7060",NA,NA,NA,"METANDIENONE","A14AA03","dm_I"
"7061",NA,NA,NA,"IDARUCIZUMAB","V03AB37","dm_I"
"7062",NA,NA,NA,"DIAZOXIDE","V03AH01","dm_I"
"7063",NA,NA,NA,"DIBROMPROPAMIDINE","S01AX14","dm_I"
"7064",NA,NA,NA,"DEFLAZACORT","H02AB13","dm_I"
"7065",NA,NA,NA,"ROPIVACAINE","N01BB09","dm_I"
"7066",NA,NA,NA,"PHENOL AND DERIVATIVES","D08AE","dm_I"
"7067",NA,NA,NA,"SOTALOL AND THIAZIDES","C07BA07","dm_I"
"7068",NA,NA,NA,"DEXMETHYLPHENIDATE","N06BA11","dm_I"
"7069",NA,NA,NA,"BETA BLOCKING AGENTS AND THIAZIDES","C07B","dm_I"
"7070",NA,NA,NA,"INSULINS","A10AA","dm_I"
"7071",NA,NA,NA,"DIHYDROERGOCRISTINE, COMBINATIONS","C04AE54","dm_I"
"7072",NA,NA,NA,"ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH CORTICOSTEROIDS","M01BA","dm_I"
"7073",NA,NA,NA,"NIMORAZOLE","P01AB06","dm_I"
"7074",NA,NA,NA,"PIRPROFEN","M01AE08","dm_I"
"7075",NA,NA,NA,"IMIGLUCERASE","A16AB02","dm_I"
"7076",NA,NA,NA,"OTHER HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS","V09DX","dm_I"
"7077",NA,NA,NA,"METHYLDOPA AND DIURETICS IN COMBINATION","C02LB","dm_I"
"7078",NA,NA,NA,"SALICYLIC ACID DERIVATIVES","P02DA","dm_I"
"7079",NA,NA,NA,"IBACITABINE","D06BB08","dm_I"
"7080",NA,NA,NA,"GALLOPAMIL","C02DE15","dm_I"
"7081",NA,NA,NA,"NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS","J05AG","dm_I"
"7082",NA,NA,NA,"INDOBUFEN","B01AC10","dm_I"
"7083",NA,NA,NA,"METHYLSCOPOLAMINE","A03BB03","dm_I"
"7084",NA,NA,NA,"ALCLOFENAC","M01AB06","dm_I"
"7085",NA,NA,NA,"IOBENZAMIC ACID","V08AC05","dm_I"
"7086",NA,NA,NA,"METRONIDAZOLE","P01AB01","dm_I"
"7087",NA,NA,NA,"MEDROGESTONE AND ESTROGEN","G03FB07","dm_I"
"7088",NA,NA,NA,"INOSINE","G01AX02","dm_I"
"7089",NA,NA,NA,"AGENTS WITH IMMUNOSTIMULANT AND ANTIVIRAL ACTIVITY","J05C","dm_I"
"7090",NA,NA,NA,"PACLITAXEL","L01XX12","dm_I"
"7091",NA,NA,NA,"COMBINATIONS OF ANTIHYPERTENSIVES","C02N","dm_I"
"7092",NA,NA,NA,"ALPHA- AND BETA- ADRENOCEPTOR BLOCKING AGENTS AND DIURETICS","C02LD","dm_I"
"7093",NA,NA,NA,"INDIUM (<^>111<D>IN) IMCIROMAB","V09GX02","dm_I"
"7094",NA,NA,NA,"CAPTOPRIL","C02EA01","dm_I"
"7095",NA,NA,NA,"DEXTRANOMER","D03AX02","dm_I"
"7096",NA,NA,NA,"TRIFLUPROMAZINE","N05AA05","dm_I"
"7097",NA,NA,NA,"COLLAGEN, COMBINATIONS","D11AX57","dm_I"
"7098",NA,NA,NA,NA,"A10B E01","dm_I"
"7099",NA,NA,NA,"GESTODENE AND ESTROGEN","G03AB06","dm_I"
"7100",NA,NA,NA,"ALLOPURINOL, COMBINATIONS","M04AA51","dm_I"
"7101",NA,NA,NA,"ANTIHEMORRHOIDALS FOR TOPICAL USE","C05A","dm_I"
"7102",NA,NA,NA,"TECHNETIUM (<^>99M<D>TC), PARTICLES AND COLLOIDS","V09DB","dm_I"
"7103",NA,NA,NA,"INTERLEUKIN INHIBITORS","L04AC","dm_I"
"7104",NA,NA,NA,"ARTICAINE","N01BB08","dm_I"
"7105",NA,NA,NA,"MAGNESIUM SULFATE","A06AD04","dm_I"
"7106",NA,NA,NA,"IRON IN COMBINATION WITH FOLIC ACID","B03AD","dm_I"
"7107",NA,NA,NA,"SORBITOL","A06AD18","dm_I"
"7108",NA,NA,NA,"COMBINATIONS","A10AB30","dm_I"
"7109",NA,NA,NA,"ANDROSTANOLONE","G03BB02","dm_I"
"7110",NA,NA,NA,"TRILOSTANE","H02CA01","dm_I"
"7111",NA,NA,NA,"CHLORMADINONE AND ESTROGEN","G03AB07","dm_I"
"7112",NA,NA,NA,"ADAMANTANE DERIVATIVES","N04AE","dm_I"
"7113",NA,NA,NA,"POLYNOXYLIN","D01AE05","dm_I"
"7114",NA,NA,NA,"THONZYLAMINE","R01AC06","dm_I"
"7115",NA,NA,NA,"ARGININE GLUTAMATE","A05BA01","dm_I"
"7116",NA,NA,NA,"X-RAY CONTRAST MEDIA, NON-IODINATED","V08B","dm_I"
"7117",NA,NA,NA,"PHENYLBUTAZONE AND CORTICOSTEROIDS","M01BA01","dm_I"
"7118",NA,NA,NA,"ABETIMUS","L04AA22","dm_I"
"7119",NA,NA,NA,"DERMATOLOGICALS","D00","dm_I"
"7120",NA,NA,NA,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","L","dm_I"
"7121",NA,NA,NA,"CEFAMANDOLE","J01DC03","dm_I"
"7122",NA,NA,NA,"ANTISPASMODICS AND ANTICHOLINERGICS IN COMBINATION WITH OTHER DRUGS","A03E","dm_I"
"7123",NA,NA,NA,"FALDAPREVIR","J05AE13","dm_I"
"7124",NA,NA,NA,"IOPENTOL","V04AF11","dm_I"
"7125",NA,NA,NA,"POTASSIUM PERCHLORATE","H03BC01","dm_I"
"7126",NA,NA,NA,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS","R05D","dm_I"
"7127",NA,NA,NA,"PHENYLPIPERIDINE DERIVATIVES","N02AB","dm_I"
"7128",NA,NA,NA,"FATTY ACID DERIVATIVES","N03AG","dm_I"
"7129",NA,NA,NA,"CHLORBENZOXAMINE","A03AX03","dm_I"
"7130",NA,NA,NA,"APOMORPHINE","G04BE07","dm_I"
"7131",NA,NA,NA,"DIPROPHYLLINE, COMBINATIONS","R03DA51","dm_I"
"7132",NA,NA,NA,"RIVAROXABAN","B01AX06","dm_I"
"7133",NA,NA,NA,"GADOXETIC ACID","V08CA10","dm_I"
"7134",NA,NA,NA,"IOTALAMIC ACID","V08AA04","dm_I"
"7135",NA,NA,NA,"SULFAMOXOLE AND TRIMETHOPRIM","J01EE04","dm_I"
"7136",NA,NA,NA,"NEOMYCIN","S01AA03","dm_I"
"7137",NA,NA,NA,"CEFMENOXIME","J01DD05","dm_I"
"7138",NA,NA,NA,"COMBINATIONS","N01BB20","dm_I"
"7139",NA,NA,NA,"BIFEMELANE","N06AX08","dm_I"
"7140",NA,NA,NA,"MOLSIDOMINE","C01DX12","dm_I"
"7141",NA,NA,NA,"RAUWOLFIA ALKALOIDS","C02AA","dm_I"
"7142",NA,NA,NA,"CARDIOVASCULAR SYSTEM","V09G","dm_I"
"7143",NA,NA,NA,"3-OXOANDROSTEN (4) DERIVATIVES","G03BA","dm_I"
"7144",NA,NA,NA,"DULAGLUTIDE","A10BX14","dm_I"
"7145",NA,NA,NA,"GEFITINIB","L01XX31","dm_I"
"7146",NA,NA,NA,"BETA-LACTAMASE SENSITIVE PENICILLINS","J01CE","dm_I"
"7147",NA,NA,NA,"BROXYQUINOLINE","P01AA01","dm_I"
"7148",NA,NA,NA,"DODECLONIUM BROMIDE, COMBINATIONS","D08AJ59","dm_I"
"7149",NA,NA,NA,"ACETYLSALICYLIC ACID AND CORTICOSTEROIDS","M01BA03","dm_I"
"7150",NA,NA,NA,"INTERFERON ALFA-N1","L03AB06","dm_I"
"7151",NA,NA,NA,"WATERSOLUBLE, HEPATOTROPIC X-RAY CONTRAST MEDIA","V08AC","dm_I"
"7152",NA,NA,NA,"TIMOLOL, THIAZIDES AND OTHER DIURETICS","C07DA06","dm_I"
"7153",NA,NA,NA,"COBICISTAT","V03AX03","dm_I"
"7154",NA,NA,NA,"SYMPATHOMIMETICS USED AS DECONGESTANTS","S01GA","dm_I"
"7155",NA,NA,NA,"PHENAZONE, COMBINATIONS WITH PSYCHOLEPTICS","N02BB71","dm_I"
"7156",NA,NA,NA,"VINDESINE","L01CA03","dm_I"
"7157",NA,NA,NA,"C1-INHIBITOR, PLASMA DERIVED","B06AC01","dm_I"
"7158",NA,NA,NA,"MICROSPHERES OF HUMAN ALBUMIN","V08DA01","dm_I"
"7159",NA,NA,NA,"CENTRAL NERVOUS SYSTEM","N00","dm_I"
"7160",NA,NA,NA,"CALCIUM PANTOTHENATE","A11HA31","dm_I"
"7161",NA,NA,NA,"SHORT-ACTING SULFONAMIDES","J01EB","dm_I"
"7162",NA,NA,NA,"CLOFENOTANE, COMBINATIONS","P03AB51","dm_I"
"7163",NA,NA,NA,"DIMETICONE","P03AX05","dm_I"
"7164",NA,NA,NA,"FLUORODOPA (<>18<D>F)","V09IX05","dm_I"
"7165",NA,NA,NA,"LEVONORGESTREL AND ESTROGEN","G03FB09","dm_I"
"7166",NA,NA,NA,"DIPHENYLPYRALINE, COMBINATIONS","R06AA57","dm_I"
"7167",NA,NA,NA,"SNAKE VENOM ANTISERUM","J06AA03","dm_I"
"7168",NA,NA,NA,"OTHER ANTI-PARATHYROID AGENTS","H05BX","dm_I"
"7169",NA,NA,NA,"SUSOCTOCOG ALFA","B02BD14","dm_I"
"7170",NA,NA,NA,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS","M01","dm_I"
"7171",NA,NA,NA,"OTHER ANTIPSORIATICS FOR SYSTEMIC USE","D05BX","dm_I"
"7172",NA,NA,NA,"TIOTROPIUM BROMIDE, COMBINATIONS","R03BB54","dm_I"
"7173",NA,NA,NA,"PAZUFLOXACIN","J01MA18","dm_I"
"7174",NA,NA,NA,"ACICLOVIR","D06BB03","dm_I"
"7175",NA,NA,NA,"ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","A02AF02","dm_I"
"7176",NA,NA,NA,"DIHYDROCODEINE, COMBINATIONS","N02AA58","dm_I"
"7177",NA,NA,NA,"CARISOPRODOL, COMBINATIONS WITH PSYCHOLEPTICS","M03BA72","dm_I"
"7178",NA,NA,NA,"VAPREOTIDE","H01CB04","dm_I"
"7179",NA,NA,NA,"VORINOSTAT","L01XX38","dm_I"
"7180",NA,NA,NA,"HISTAPYRRODINE, COMBINATIONS","R06AC52","dm_I"
"7181",NA,NA,NA,"DIHYDROCODEINE","N02AA08","dm_I"
"7182",NA,NA,NA,"HEPATITIS A, INACTIVATED, WHOLE VIRUS","J07BC02","dm_I"
"7183",NA,NA,NA,"IODINE JOLOPRIDE (<^>123<D>I)","V09AB02","dm_I"
"7184",NA,NA,NA,"PNEUMOCOCCAL VACCINES","J07AL","dm_I"
"7185",NA,NA,NA,"CEFRADINE","J01DA31","dm_I"
"7186",NA,NA,NA,"DRUGS FOR TREATMENT OF HYPERKALEMIA AND HYPERPHOSPHATEMIA","V03AE","dm_I"
"7187",NA,NA,NA,"INSECTICIDES AND REPELLENTS","P03B","dm_I"
"7188",NA,NA,NA,"OTHER PERIPHERAL VASODILATORS","C04AX","dm_I"
"7189",NA,NA,NA,"PRULIFLOXACIN","J01MA17","dm_I"
"7190",NA,NA,NA,"DIPHEMANIL","A03AB15","dm_I"
"7191",NA,NA,NA,"MOFEBUTAZONE","M01AA02","dm_I"
"7192",NA,NA,NA,"ESMOLOL","C07AB09","dm_I"
"7193",NA,NA,NA,"ALUMINIUM CHLOROHYDRATE","M05BX02","dm_I"
"7194",NA,NA,NA,"BLOOD TESTS, AUXILIARY PRODUCTS","V07AD","dm_I"
"7195",NA,NA,NA,"FOURTH-GENERATION CEPHALOSPORINS","J01DE","dm_I"
"7196",NA,NA,NA,"SYNTHETIC ANTICHOLINERGICS, QUATERNARY AMMONIUM COMPOUNDS","A03AB","dm_I"
"7197",NA,NA,NA,"MOXIFLOXACIN","S01AE07","dm_I"
"7198",NA,NA,NA,"CHLORZOXAZONE, COMBINATIONS WITH PSYCHOLEPTICS","M03BB73","dm_I"
"7199",NA,NA,NA,"SODIUM TARTRATE","A06AD21","dm_I"
"7200",NA,NA,NA,"ANTIDIARRHEAL MICROORGANISMS","A07FA","dm_I"
"7201",NA,NA,NA,"OTHER DIURETICS","C03X","dm_I"
"7202",NA,NA,NA,"GADODIAMIDE","V08CA03","dm_I"
"7203",NA,NA,NA,"ANTIPROGESTOGENS","G03XB","dm_I"
"7204",NA,NA,NA,"GRASS POLLEN","V01AA02","dm_I"
"7205",NA,NA,NA,"ETANERCEPT","L04AA11","dm_I"
"7206",NA,NA,NA,"MOMETASONE","D07XC03","dm_I"
"7207",NA,NA,NA,"FLUANISONE","N05AD09","dm_I"
"7208",NA,NA,NA,"DELAPRIL AND DIURETICS","C02LM12","dm_I"
"7209",NA,NA,NA,"INDANAZOLINE","R01AA15","dm_I"
"7210",NA,NA,NA,"HISTAMINE PHOSPHATE","V04CG03","dm_I"
"7211",NA,NA,NA,"LINDANE","P03AB02","dm_I"
"7212",NA,NA,NA,"INDIUM (<^>111<D>IN) SATUMOMAB PENDETIDE","V09IB02","dm_I"
"7213",NA,NA,NA,"MEGESTROL AND ESTROGEN","G03AB01","dm_I"
"7214",NA,NA,NA,"DOXERCALCIFEROL","H05BX03","dm_I"
"7215",NA,NA,NA,"COMBINATIONS","J01ED20","dm_I"
"7216",NA,NA,NA,"CHLORCYCLIZINE","R06AE04","dm_I"
"7217",NA,NA,NA,"BUFEXAMAC","M02AA09","dm_I"
"7218",NA,NA,NA,"ANTICHOLINESTERASES","N07AA","dm_I"
"7219",NA,NA,NA,"LYNESTRENOL","G03AC02","dm_I"
"7220",NA,NA,NA,"POTASSIUM HYDROGENCARBONATE","A12BA04","dm_I"
"7221",NA,NA,NA,"POLIDOCANOL","C05BB02","dm_I"
"7222",NA,NA,NA,"HISTRELIN","H01CA03","dm_I"
"7223",NA,NA,NA,"TRIIODOBENZENE DERIVATIVES","V04AD","dm_I"
"7224",NA,NA,NA,"DIODONE","V08AA10","dm_I"
"7225",NA,NA,NA,"URAPIDIL","C02CA06","dm_I"
"7226",NA,NA,NA,"FLUTRIMAZOLE","D01AC16","dm_I"
"7227",NA,NA,NA,"PHENTOLAMINE","G04BE05","dm_I"
"7228",NA,NA,NA,"SULFAPYRIDINE","J03AA05","dm_I"
"7229",NA,NA,NA,"FURAZOLIDONE","G01AX06","dm_I"
"7230",NA,NA,NA,"GLYCOBIARSOL","P01AR03","dm_I"
"7231",NA,NA,NA,"ALFACALCIDOL","A11CC03","dm_I"
"7232",NA,NA,NA,"ULTRASOUND CONTRAST MEDIA","V08D","dm_I"
"7233",NA,NA,NA,"RABIES SERUM","J06AA06","dm_I"
"7234",NA,NA,NA,"ARTEMISININ AND DERIVATIVES, COMBINATIONS","P01BF","dm_I"
"7235",NA,NA,NA,"APREMILAST","L04AA32","dm_I"
"7236",NA,NA,NA,"GLYCERYL TRINITRATE","D03AX07","dm_I"
"7237",NA,NA,NA,"DIAGNOSTIC RADIOPHARMACEUTICALS","V09","dm_I"
"7238",NA,NA,NA,"CHLORAMPHENICOL","G01AA05","dm_I"
"7239",NA,NA,NA,"BETA BLOCKING AGENTS, SELECTIVE, AND THIAZIDES","C07BB","dm_I"
"7240",NA,NA,NA,"PEMOLINE","N06BB02","dm_I"
"7241",NA,NA,NA,"OTHER PSYCHOSTIMULANTS AND NOOTROPICS","N06BX","dm_I"
"7242",NA,NA,NA,"POTASSIUM CANRENOATE","C03DA02","dm_I"
"7243",NA,NA,NA,"DIISOPROMINE","A03AX02","dm_I"
"7244",NA,NA,NA,"REMIKIREN","C09XA01","dm_I"
"7245",NA,NA,NA,"BENZODIAZEPINE DERIVATIVES","N05BA","dm_I"
"7246",NA,NA,NA,"CYCLOGUANIL EMBONATE","P01BB02","dm_I"
"7247",NA,NA,NA,"DROPERIDOL","N05AD08","dm_I"
"7248",NA,NA,NA,"DIIODOHYDROXYPROPANE","D08AG04","dm_I"
"7249",NA,NA,NA,"THIAZIDES AND POTASSIUM IN COMBINATION","C03AB","dm_I"
